GEOID,NAME,var,f,m,total
01,Alabama,age_sex_0_4_yrs,143216,143427,286643
01,Alabama,age_sex_10_14_yrs,145750,155997,301747
01,Alabama,age_sex_15_17_yrs,94573,103766,198339
01,Alabama,age_sex_18_19_yrs,68448,68900,137348
01,Alabama,age_sex_20_yrs,37055,35896,72951
01,Alabama,age_sex_21_yrs,31213,34648,65861
01,Alabama,age_sex_22_24_yrs,95586,91324,186910
01,Alabama,age_sex_25_29_yrs,163997,163233,327230
01,Alabama,age_sex_30_34_yrs,154129,148206,302335
01,Alabama,age_sex_35_39_yrs,155050,144632,299682
01,Alabama,age_sex_40_44_yrs,152028,146559,298587
01,Alabama,age_sex_45_49_yrs,163603,150129,313732
01,Alabama,age_sex_5_9_yrs,150739,162049,312788
01,Alabama,age_sex_50_54_yrs,169017,162874,331891
01,Alabama,age_sex_55_59_yrs,178373,162520,340893
01,Alabama,age_sex_60_61_yrs,65377,56712,122089
01,Alabama,age_sex_62_64_yrs,93912,86410,180322
01,Alabama,age_sex_65_66_yrs,62562,50538,113100
01,Alabama,age_sex_67_69_yrs,81420,74285,155705
01,Alabama,age_sex_70_74_yrs,107806,89058,196864
01,Alabama,age_sex_75_79_yrs,78322,58399,136721
01,Alabama,age_sex_80_84_yrs,57542,37631,95173
01,Alabama,age_sex_85_or_more_yrs,57530,28859,86389
01,Alabama,age_sex_total_pop,2507248,2356052,4863300
02,Alaska,age_sex_0_4_yrs,25333,27162,52495
02,Alaska,age_sex_10_14_yrs,21327,29741,51068
02,Alaska,age_sex_15_17_yrs,14086,15986,30072
02,Alaska,age_sex_18_19_yrs,8011,10746,18757
02,Alaska,age_sex_20_yrs,4106,5080,9186
02,Alaska,age_sex_21_yrs,4848,6496,11344
02,Alaska,age_sex_22_24_yrs,14734,21626,36360
02,Alaska,age_sex_25_29_yrs,31125,32916,64041
02,Alaska,age_sex_30_34_yrs,27451,30137,57588
02,Alaska,age_sex_35_39_yrs,23950,25344,49294
02,Alaska,age_sex_40_44_yrs,21708,21371,43079
02,Alaska,age_sex_45_49_yrs,20767,23312,44079
02,Alaska,age_sex_5_9_yrs,27275,26386,53661
02,Alaska,age_sex_50_54_yrs,22738,26307,49045
02,Alaska,age_sex_55_59_yrs,25422,28659,54081
02,Alaska,age_sex_60_61_yrs,9955,7990,17945
02,Alaska,age_sex_62_64_yrs,10390,13577,23967
02,Alaska,age_sex_65_66_yrs,6090,7545,13635
02,Alaska,age_sex_67_69_yrs,8125,9829,17954
02,Alaska,age_sex_70_74_yrs,10669,9839,20508
02,Alaska,age_sex_75_79_yrs,5275,5816,11091
02,Alaska,age_sex_80_84_yrs,3327,2545,5872
02,Alaska,age_sex_85_or_more_yrs,4609,2163,6772
02,Alaska,age_sex_total_pop,351321,390573,741894
04,Arizona,age_sex_0_4_yrs,213503,222819,436322
04,Arizona,age_sex_10_14_yrs,225373,230178,455551
04,Arizona,age_sex_15_17_yrs,136921,142736,279657
04,Arizona,age_sex_18_19_yrs,94826,100530,195356
04,Arizona,age_sex_20_yrs,47828,53003,100831
04,Arizona,age_sex_21_yrs,49259,50126,99385
04,Arizona,age_sex_22_24_yrs,132953,144715,277668
04,Arizona,age_sex_25_29_yrs,230945,250242,481187
04,Arizona,age_sex_30_34_yrs,217753,230547,448300
04,Arizona,age_sex_35_39_yrs,217473,223467,440940
04,Arizona,age_sex_40_44_yrs,203678,204697,408375
04,Arizona,age_sex_45_49_yrs,211580,211759,423339
04,Arizona,age_sex_5_9_yrs,222822,237070,459892
04,Arizona,age_sex_50_54_yrs,214395,208779,423174
04,Arizona,age_sex_55_59_yrs,217833,196864,414697
04,Arizona,age_sex_60_61_yrs,91212,83469,174681
04,Arizona,age_sex_62_64_yrs,127899,113991,241890
04,Arizona,age_sex_65_66_yrs,86643,72081,158724
04,Arizona,age_sex_67_69_yrs,122159,110481,232640
04,Arizona,age_sex_70_74_yrs,153483,139529,293012
04,Arizona,age_sex_75_79_yrs,113623,101197,214820
04,Arizona,age_sex_80_84_yrs,76930,65578,142508
04,Arizona,age_sex_85_or_more_yrs,77752,50370,128122
04,Arizona,age_sex_total_pop,3486843,3444228,6931071
05,Arkansas,age_sex_0_4_yrs,88594,100122,188716
05,Arkansas,age_sex_10_14_yrs,96242,101091,197333
05,Arkansas,age_sex_15_17_yrs,59636,60384,120020
05,Arkansas,age_sex_18_19_yrs,46649,48382,95031
05,Arkansas,age_sex_20_yrs,18671,24532,43203
05,Arkansas,age_sex_21_yrs,18105,20078,38183
05,Arkansas,age_sex_22_24_yrs,56052,57971,114023
05,Arkansas,age_sex_25_29_yrs,99061,95591,194652
05,Arkansas,age_sex_30_34_yrs,94727,93199,187926
05,Arkansas,age_sex_35_39_yrs,93489,91818,185307
05,Arkansas,age_sex_40_44_yrs,90410,89249,179659
05,Arkansas,age_sex_45_49_yrs,93749,92308,186057
05,Arkansas,age_sex_5_9_yrs,98710,102581,201291
05,Arkansas,age_sex_50_54_yrs,99529,93449,192978
05,Arkansas,age_sex_55_59_yrs,101990,93123,195113
05,Arkansas,age_sex_60_61_yrs,39124,35279,74403
05,Arkansas,age_sex_62_64_yrs,54705,54018,108723
05,Arkansas,age_sex_65_66_yrs,34457,30712,65169
05,Arkansas,age_sex_67_69_yrs,52569,47967,100536
05,Arkansas,age_sex_70_74_yrs,64588,53995,118583
05,Arkansas,age_sex_75_79_yrs,46969,38267,85236
05,Arkansas,age_sex_80_84_yrs,33387,26817,60204
05,Arkansas,age_sex_85_or_more_yrs,38053,17849,55902
05,Arkansas,age_sex_total_pop,1519466,1468782,2988248
06,California,age_sex_0_4_yrs,1214113,1268309,2482422
06,California,age_sex_10_14_yrs,1242791,1303503,2546294
06,California,age_sex_15_17_yrs,754594,785153,1539747
06,California,age_sex_18_19_yrs,512158,533249,1045407
06,California,age_sex_20_yrs,277954,299300,577254
06,California,age_sex_21_yrs,261938,302693,564631
06,California,age_sex_22_24_yrs,812093,853142,1665235
06,California,age_sex_25_29_yrs,1484695,1576509,3061204
06,California,age_sex_30_34_yrs,1387571,1453389,2840960
06,California,age_sex_35_39_yrs,1321087,1332066,2653153
06,California,age_sex_40_44_yrs,1251500,1263413,2514913
06,California,age_sex_45_49_yrs,1307546,1302878,2610424
06,California,age_sex_5_9_yrs,1238806,1285980,2524786
06,California,age_sex_50_54_yrs,1301011,1286786,2587797
06,California,age_sex_55_59_yrs,1264512,1216802,2481314
06,California,age_sex_60_61_yrs,495074,461494,956568
06,California,age_sex_62_64_yrs,654758,594711,1249469
06,California,age_sex_65_66_yrs,405577,365885,771462
06,California,age_sex_67_69_yrs,556591,490955,1047546
06,California,age_sex_70_74_yrs,689917,583114,1273031
06,California,age_sex_75_79_yrs,492409,402744,895153
06,California,age_sex_80_84_yrs,369869,273838,643707
06,California,age_sex_85_or_more_yrs,462222,255318,717540
06,California,age_sex_total_pop,19758786,19491231,39250017
08,Colorado,age_sex_0_4_yrs,163902,171169,335071
08,Colorado,age_sex_10_14_yrs,171977,181804,353781
08,Colorado,age_sex_15_17_yrs,100116,110425,210541
08,Colorado,age_sex_18_19_yrs,70324,73792,144116
08,Colorado,age_sex_20_yrs,39912,40201,80113
08,Colorado,age_sex_21_yrs,34529,42939,77468
08,Colorado,age_sex_22_24_yrs,110914,121916,232830
08,Colorado,age_sex_25_29_yrs,202949,220927,423876
08,Colorado,age_sex_30_34_yrs,198354,215330,413684
08,Colorado,age_sex_35_39_yrs,186555,204073,390628
08,Colorado,age_sex_40_44_yrs,176629,178412,355041
08,Colorado,age_sex_45_49_yrs,178306,181889,360195
08,Colorado,age_sex_5_9_yrs,174609,186510,361119
08,Colorado,age_sex_50_54_yrs,179754,179961,359715
08,Colorado,age_sex_55_59_yrs,190346,181510,371856
08,Colorado,age_sex_60_61_yrs,73285,66493,139778
08,Colorado,age_sex_62_64_yrs,94121,93556,187677
08,Colorado,age_sex_65_66_yrs,58e3,59445,117445
08,Colorado,age_sex_67_69_yrs,85054,78515,163569
08,Colorado,age_sex_70_74_yrs,96477,82728,179205
08,Colorado,age_sex_75_79_yrs,64243,58283,122526
08,Colorado,age_sex_80_84_yrs,46516,33564,80080
08,Colorado,age_sex_85_or_more_yrs,52972,27259,80231
08,Colorado,age_sex_total_pop,2749844,2790701,5540545
09,Connecticut,age_sex_0_4_yrs,90780,94249,185029
09,Connecticut,age_sex_10_14_yrs,110989,113021,224010
09,Connecticut,age_sex_15_17_yrs,68740,73495,142235
09,Connecticut,age_sex_18_19_yrs,51857,55223,107080
09,Connecticut,age_sex_20_yrs,25765,24579,50344
09,Connecticut,age_sex_21_yrs,25996,27519,53515
09,Connecticut,age_sex_22_24_yrs,68021,77593,145614
09,Connecticut,age_sex_25_29_yrs,105529,111545,217074
09,Connecticut,age_sex_30_34_yrs,111310,108212,219522
09,Connecticut,age_sex_35_39_yrs,104045,101318,205363
09,Connecticut,age_sex_40_44_yrs,111687,107442,219129
09,Connecticut,age_sex_45_49_yrs,128846,120933,249779
09,Connecticut,age_sex_5_9_yrs,96890,103998,200888
09,Connecticut,age_sex_50_54_yrs,141815,133135,274950
09,Connecticut,age_sex_55_59_yrs,135600,129860,265460
09,Connecticut,age_sex_60_61_yrs,58925,49146,108071
09,Connecticut,age_sex_62_64_yrs,66708,65041,131749
09,Connecticut,age_sex_65_66_yrs,42342,38186,80528
09,Connecticut,age_sex_67_69_yrs,58323,51310,109633
09,Connecticut,age_sex_70_74_yrs,72207,61267,133474
09,Connecticut,age_sex_75_79_yrs,50806,41105,91911
09,Connecticut,age_sex_80_84_yrs,43904,28495,72399
09,Connecticut,age_sex_85_or_more_yrs,60214,28481,88695
09,Connecticut,age_sex_total_pop,1831299,1745153,3576452
10,Delaware,age_sex_0_4_yrs,26865,28376,55241
10,Delaware,age_sex_10_14_yrs,27946,31329,59275
10,Delaware,age_sex_15_17_yrs,17313,17692,35005
10,Delaware,age_sex_18_19_yrs,12835,12994,25829
10,Delaware,age_sex_20_yrs,5768,5766,11534
10,Delaware,age_sex_21_yrs,5472,6683,12155
10,Delaware,age_sex_22_24_yrs,18130,17633,35763
10,Delaware,age_sex_25_29_yrs,33432,33658,67090
10,Delaware,age_sex_30_34_yrs,31382,30097,61479
10,Delaware,age_sex_35_39_yrs,26247,24686,50933
10,Delaware,age_sex_40_44_yrs,29626,29459,59085
10,Delaware,age_sex_45_49_yrs,31225,28586,59811
10,Delaware,age_sex_5_9_yrs,28563,26153,54716
10,Delaware,age_sex_50_54_yrs,34437,31615,66052
10,Delaware,age_sex_55_59_yrs,35569,34245,69814
10,Delaware,age_sex_60_61_yrs,12718,10979,23697
10,Delaware,age_sex_62_64_yrs,21560,16352,37912
10,Delaware,age_sex_65_66_yrs,12928,12140,25068
10,Delaware,age_sex_67_69_yrs,18973,15715,34688
10,Delaware,age_sex_70_74_yrs,22241,18293,40534
10,Delaware,age_sex_75_79_yrs,17097,13435,30532
10,Delaware,age_sex_80_84_yrs,10293,7369,17662
10,Delaware,age_sex_85_or_more_yrs,11213,6977,18190
10,Delaware,age_sex_total_pop,491833,460232,952065
11,District of Columbia,age_sex_0_4_yrs,21380,22166,43546
11,District of Columbia,age_sex_10_14_yrs,14397,12478,26875
11,District of Columbia,age_sex_15_17_yrs,7747,7905,15652
11,District of Columbia,age_sex_18_19_yrs,12520,9419,21939
11,District of Columbia,age_sex_20_yrs,6323,5119,11442
11,District of Columbia,age_sex_21_yrs,4768,6067,10835
11,District of Columbia,age_sex_22_24_yrs,20620,15394,36014
11,District of Columbia,age_sex_25_29_yrs,42004,36941,78945
11,District of Columbia,age_sex_30_34_yrs,39593,36124,75717
11,District of Columbia,age_sex_35_39_yrs,27752,28613,56365
11,District of Columbia,age_sex_40_44_yrs,22152,20394,42546
11,District of Columbia,age_sex_45_49_yrs,19323,19870,39193
11,District of Columbia,age_sex_5_9_yrs,16395,18314,34709
11,District of Columbia,age_sex_50_54_yrs,19177,19235,38412
11,District of Columbia,age_sex_55_59_yrs,17252,18084,35336
11,District of Columbia,age_sex_60_61_yrs,6939,6744,13683
11,District of Columbia,age_sex_62_64_yrs,12607,8257,20864
11,District of Columbia,age_sex_65_66_yrs,6512,5116,11628
11,District of Columbia,age_sex_67_69_yrs,8857,6761,15618
11,District of Columbia,age_sex_70_74_yrs,10298,8623,18921
11,District of Columbia,age_sex_75_79_yrs,7971,5280,13251
11,District of Columbia,age_sex_80_84_yrs,5560,3777,9337
11,District of Columbia,age_sex_85_or_more_yrs,7432,2910,10342
11,District of Columbia,age_sex_total_pop,357579,323591,681170
12,Florida,age_sex_0_4_yrs,546290,571177,1117467
12,Florida,age_sex_10_14_yrs,576320,590156,1166476
12,Florida,age_sex_15_17_yrs,354611,373330,727941
12,Florida,age_sex_18_19_yrs,244773,251999,496772
12,Florida,age_sex_20_yrs,134681,127474,262155
12,Florida,age_sex_21_yrs,123103,127686,250789
12,Florida,age_sex_22_24_yrs,355054,398858,753912
12,Florida,age_sex_25_29_yrs,675644,690735,1366379
12,Florida,age_sex_30_34_yrs,642828,651709,1294537
12,Florida,age_sex_35_39_yrs,624581,618215,1242796
12,Florida,age_sex_40_44_yrs,622547,601737,1224284
12,Florida,age_sex_45_49_yrs,671168,654569,1325737
12,Florida,age_sex_5_9_yrs,549007,584249,1133256
12,Florida,age_sex_50_54_yrs,731163,698595,1429758
12,Florida,age_sex_55_59_yrs,743462,676e3,1419462
12,Florida,age_sex_60_61_yrs,279303,257002,536305
12,Florida,age_sex_62_64_yrs,416086,357563,773649
12,Florida,age_sex_65_66_yrs,271154,235653,506807
12,Florida,age_sex_67_69_yrs,408023,356319,764342
12,Florida,age_sex_70_74_yrs,541342,465749,1007091
12,Florida,age_sex_75_79_yrs,400265,349571,749836
12,Florida,age_sex_80_84_yrs,291701,227489,519190
12,Florida,age_sex_85_or_more_yrs,338473,205025,543498
12,Florida,age_sex_total_pop,10541579,10070860,20612439
13,Georgia,age_sex_0_4_yrs,319540,335338,654878
13,Georgia,age_sex_10_14_yrs,353683,369785,723468
13,Georgia,age_sex_15_17_yrs,211254,221046,432300
13,Georgia,age_sex_18_19_yrs,146200,157075,303275
13,Georgia,age_sex_20_yrs,71872,74925,146797
13,Georgia,age_sex_21_yrs,74993,78818,153811
13,Georgia,age_sex_22_24_yrs,198960,211523,410483
13,Georgia,age_sex_25_29_yrs,363870,354675,718545
13,Georgia,age_sex_30_34_yrs,351304,333893,685197
13,Georgia,age_sex_35_39_yrs,365404,335406,700810
13,Georgia,age_sex_40_44_yrs,354289,330348,684637
13,Georgia,age_sex_45_49_yrs,356508,346075,702583
13,Georgia,age_sex_5_9_yrs,343955,356009,699964
13,Georgia,age_sex_50_54_yrs,361901,339378,701279
13,Georgia,age_sex_55_59_yrs,341808,315549,657357
13,Georgia,age_sex_60_61_yrs,129005,119454,248459
13,Georgia,age_sex_62_64_yrs,178021,149373,327394
13,Georgia,age_sex_65_66_yrs,109354,96436,205790
13,Georgia,age_sex_67_69_yrs,161800,133060,294860
13,Georgia,age_sex_70_74_yrs,190613,157388,348001
13,Georgia,age_sex_75_79_yrs,130864,99675,230539
13,Georgia,age_sex_80_84_yrs,88100,59933,148033
13,Georgia,age_sex_85_or_more_yrs,88923,42988,131911
13,Georgia,age_sex_total_pop,5292221,5018150,10310371
15,Hawaii,age_sex_0_4_yrs,43638,47084,90722
15,Hawaii,age_sex_10_14_yrs,41162,42337,83499
15,Hawaii,age_sex_15_17_yrs,23059,24182,47241
15,Hawaii,age_sex_18_19_yrs,15556,15260,30816
15,Hawaii,age_sex_20_yrs,7317,12388,19705
15,Hawaii,age_sex_21_yrs,7050,11379,18429
15,Hawaii,age_sex_22_24_yrs,29120,31785,60905
15,Hawaii,age_sex_25_29_yrs,48942,56276,105218
15,Hawaii,age_sex_30_34_yrs,48720,51906,100626
15,Hawaii,age_sex_35_39_yrs,45620,46030,91650
15,Hawaii,age_sex_40_44_yrs,42762,44927,87689
15,Hawaii,age_sex_45_49_yrs,43174,44203,87377
15,Hawaii,age_sex_5_9_yrs,41382,44921,86303
15,Hawaii,age_sex_50_54_yrs,45428,44843,90271
15,Hawaii,age_sex_55_59_yrs,47060,44808,91868
15,Hawaii,age_sex_60_61_yrs,18334,18210,36544
15,Hawaii,age_sex_62_64_yrs,28673,27480,56153
15,Hawaii,age_sex_65_66_yrs,17598,18744,36342
15,Hawaii,age_sex_67_69_yrs,25047,23598,48645
15,Hawaii,age_sex_70_74_yrs,28752,25164,53916
15,Hawaii,age_sex_75_79_yrs,19839,18111,37950
15,Hawaii,age_sex_80_84_yrs,16199,12059,28258
15,Hawaii,age_sex_85_or_more_yrs,26068,12362,38430
15,Hawaii,age_sex_total_pop,710500,718057,1428557
16,Idaho,age_sex_0_4_yrs,55927,58216,114143
16,Idaho,age_sex_10_14_yrs,59506,62327,121833
16,Idaho,age_sex_15_17_yrs,35364,38750,74114
16,Idaho,age_sex_18_19_yrs,23947,23434,47381
16,Idaho,age_sex_20_yrs,11114,14168,25282
16,Idaho,age_sex_21_yrs,11531,11947,23478
16,Idaho,age_sex_22_24_yrs,30785,32492,63277
16,Idaho,age_sex_25_29_yrs,54722,56781,111503
16,Idaho,age_sex_30_34_yrs,54480,54572,109052
16,Idaho,age_sex_35_39_yrs,53753,55788,109541
16,Idaho,age_sex_40_44_yrs,49207,47083,96290
16,Idaho,age_sex_45_49_yrs,49243,50256,99499
16,Idaho,age_sex_5_9_yrs,61299,65068,126367
16,Idaho,age_sex_50_54_yrs,49549,49105,98654
16,Idaho,age_sex_55_59_yrs,55302,49897,105199
16,Idaho,age_sex_60_61_yrs,19847,20469,40316
16,Idaho,age_sex_62_64_yrs,31016,30033,61049
16,Idaho,age_sex_65_66_yrs,22078,18987,41065
16,Idaho,age_sex_67_69_yrs,25377,25135,50512
16,Idaho,age_sex_70_74_yrs,32250,31356,63606
16,Idaho,age_sex_75_79_yrs,21941,19321,41262
16,Idaho,age_sex_80_84_yrs,16892,13937,30829
16,Idaho,age_sex_85_or_more_yrs,16807,12081,28888
16,Idaho,age_sex_total_pop,841937,841203,1683140
17,Illinois,age_sex_0_4_yrs,374708,394782,769490
17,Illinois,age_sex_10_14_yrs,408702,421923,830625
17,Illinois,age_sex_15_17_yrs,255274,259973,515247
17,Illinois,age_sex_18_19_yrs,166128,173399,339527
17,Illinois,age_sex_20_yrs,85961,88067,174028
17,Illinois,age_sex_21_yrs,81497,87015,168512
17,Illinois,age_sex_22_24_yrs,262070,269464,531534
17,Illinois,age_sex_25_29_yrs,439679,451270,890949
17,Illinois,age_sex_30_34_yrs,435200,439602,874802
17,Illinois,age_sex_35_39_yrs,418625,418190,836815
17,Illinois,age_sex_40_44_yrs,410824,406844,817668
17,Illinois,age_sex_45_49_yrs,424235,418561,842796
17,Illinois,age_sex_5_9_yrs,391307,416050,807357
17,Illinois,age_sex_50_54_yrs,443202,430449,873651
17,Illinois,age_sex_55_59_yrs,438929,421119,860048
17,Illinois,age_sex_60_61_yrs,177594,163713,341307
17,Illinois,age_sex_62_64_yrs,236570,217783,454353
17,Illinois,age_sex_65_66_yrs,140595,123115,263710
17,Illinois,age_sex_67_69_yrs,189634,167932,357566
17,Illinois,age_sex_70_74_yrs,245669,206914,452583
17,Illinois,age_sex_75_79_yrs,176023,135163,311186
17,Illinois,age_sex_80_84_yrs,135216,95411,230627
17,Illinois,age_sex_85_or_more_yrs,174173,82985,257158
17,Illinois,age_sex_total_pop,6511815,6289724,12801539
18,Indiana,age_sex_0_4_yrs,204768,215599,420367
18,Indiana,age_sex_10_14_yrs,211776,225736,437512
18,Indiana,age_sex_15_17_yrs,132767,142784,275551
18,Indiana,age_sex_18_19_yrs,93425,95216,188641
18,Indiana,age_sex_20_yrs,51328,48787,100115
18,Indiana,age_sex_21_yrs,48270,49397,97667
18,Indiana,age_sex_22_24_yrs,129272,147249,276521
18,Indiana,age_sex_25_29_yrs,221422,219029,440451
18,Indiana,age_sex_30_34_yrs,206696,210338,417034
18,Indiana,age_sex_35_39_yrs,207390,208328,415718
18,Indiana,age_sex_40_44_yrs,202775,194721,397496
18,Indiana,age_sex_45_49_yrs,210133,209687,419820
18,Indiana,age_sex_5_9_yrs,218899,225204,444103
18,Indiana,age_sex_50_54_yrs,224640,219809,444449
18,Indiana,age_sex_55_59_yrs,231781,218025,449806
18,Indiana,age_sex_60_61_yrs,86075,82239,168314
18,Indiana,age_sex_62_64_yrs,125713,120436,246149
18,Indiana,age_sex_65_66_yrs,76532,67434,143966
18,Indiana,age_sex_67_69_yrs,106109,95183,201292
18,Indiana,age_sex_70_74_yrs,126315,107664,233979
18,Indiana,age_sex_75_79_yrs,95703,73710,169413
18,Indiana,age_sex_80_84_yrs,71082,49904,120986
18,Indiana,age_sex_85_or_more_yrs,82845,40858,123703
18,Indiana,age_sex_total_pop,3365716,3267337,6633053
19,Iowa,age_sex_0_4_yrs,95863,101624,197487
19,Iowa,age_sex_10_14_yrs,100797,103171,203968
19,Iowa,age_sex_15_17_yrs,59713,62008,121721
19,Iowa,age_sex_18_19_yrs,46582,51206,97788
19,Iowa,age_sex_20_yrs,25028,23015,48043
19,Iowa,age_sex_21_yrs,22321,23356,45677
19,Iowa,age_sex_22_24_yrs,63482,65716,129198
19,Iowa,age_sex_25_29_yrs,95227,98867,194094
19,Iowa,age_sex_30_34_yrs,98605,102353,200958
19,Iowa,age_sex_35_39_yrs,94637,103342,197979
19,Iowa,age_sex_40_44_yrs,88693,83116,171809
19,Iowa,age_sex_45_49_yrs,92013,94853,186866
19,Iowa,age_sex_5_9_yrs,96945,106846,203791
19,Iowa,age_sex_50_54_yrs,101483,103003,204486
19,Iowa,age_sex_55_59_yrs,106961,105493,212454
19,Iowa,age_sex_60_61_yrs,41774,39772,81546
19,Iowa,age_sex_62_64_yrs,62106,60980,123086
19,Iowa,age_sex_65_66_yrs,35519,34165,69684
19,Iowa,age_sex_67_69_yrs,49670,46719,96389
19,Iowa,age_sex_70_74_yrs,60757,54235,114992
19,Iowa,age_sex_75_79_yrs,49183,40069,89252
19,Iowa,age_sex_80_84_yrs,38483,26256,64739
19,Iowa,age_sex_85_or_more_yrs,52183,26503,78686
19,Iowa,age_sex_total_pop,1578025,1556668,3134693
20,Kansas,age_sex_0_4_yrs,94683,102723,197406
20,Kansas,age_sex_10_14_yrs,98246,98663,196909
20,Kansas,age_sex_15_17_yrs,56948,60986,117934
20,Kansas,age_sex_18_19_yrs,41883,45709,87592
20,Kansas,age_sex_20_yrs,21602,25181,46783
20,Kansas,age_sex_21_yrs,19609,24977,44586
20,Kansas,age_sex_22_24_yrs,57885,63588,121473
20,Kansas,age_sex_25_29_yrs,92181,93745,185926
20,Kansas,age_sex_30_34_yrs,94911,96331,191242
20,Kansas,age_sex_35_39_yrs,91984,93079,185063
20,Kansas,age_sex_40_44_yrs,80797,87488,168285
20,Kansas,age_sex_45_49_yrs,83385,83815,167200
20,Kansas,age_sex_5_9_yrs,97372,105298,202670
20,Kansas,age_sex_50_54_yrs,93731,89580,183311
20,Kansas,age_sex_55_59_yrs,98119,97053,195172
20,Kansas,age_sex_60_61_yrs,37295,33672,70967
20,Kansas,age_sex_62_64_yrs,55857,51242,107099
20,Kansas,age_sex_65_66_yrs,31853,30809,62662
20,Kansas,age_sex_67_69_yrs,43413,41003,84416
20,Kansas,age_sex_70_74_yrs,53578,46678,100256
20,Kansas,age_sex_75_79_yrs,40095,34480,74575
20,Kansas,age_sex_80_84_yrs,31219,21417,52636
20,Kansas,age_sex_85_or_more_yrs,41790,21336,63126
20,Kansas,age_sex_total_pop,1458436,1448853,2907289
21,Kentucky,age_sex_0_4_yrs,133684,139265,272949
21,Kentucky,age_sex_10_14_yrs,138942,145830,284772
21,Kentucky,age_sex_15_17_yrs,85279,90894,176173
21,Kentucky,age_sex_18_19_yrs,66424,64028,130452
21,Kentucky,age_sex_20_yrs,31236,29698,60934
21,Kentucky,age_sex_21_yrs,30426,31981,62407
21,Kentucky,age_sex_22_24_yrs,80179,95036,175215
21,Kentucky,age_sex_25_29_yrs,145529,144580,290109
21,Kentucky,age_sex_30_34_yrs,136264,138350,274614
21,Kentucky,age_sex_35_39_yrs,143033,137961,280994
21,Kentucky,age_sex_40_44_yrs,135376,139888,275264
21,Kentucky,age_sex_45_49_yrs,147311,143993,291304
21,Kentucky,age_sex_5_9_yrs,136420,142143,278563
21,Kentucky,age_sex_50_54_yrs,156832,149103,305935
